# JMH version: 1.35
# VM version: JDK 21.0.10, Java HotSpot(TM) 64-Bit Server VM, 21.0.10+8-LTS-217
# VM invoker: /home/marcelo/.sdkman/candidates/java/21.0.10-oracle/bin/java
# VM options: -Xms1g -Xmx1g -Xms1g -Xmx1g
# Blackhole mode: compiler (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 5 iterations, 500 ms each
# Measurement: 10 iterations, 500 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: com.runestone.expeval.perf.jmh.TypeConversionHotPathBenchmark.alternatingTypeConversion

# Run progress: 0.00% complete, ETA 00:01:07
# Fork: 1 of 3
# Warmup Iteration   1: 10.850 ns/op
# Warmup Iteration   2: 10.440 ns/op
# Warmup Iteration   3: 9.806 ns/op
# Warmup Iteration   4: 9.930 ns/op
# Warmup Iteration   5: 9.700 ns/op
Iteration   9: 301.136 ns/op
Iteration  10: 311.059 ns/op

# Run progress: 44.44% complete, ETA 00:00:39
# Fork: 2 of 3
# Warmup Iteration   1: 896.996 ns/op
# Warmup Iteration   2: 464.703 ns/op
# Warmup Iteration   3: 298.754 ns/op
# Warmup Iteration   4: 253.958 ns/op
# Warmup Iteration   5: 247.656 ns/op
Iteration   1: 251.121 ns/op
Iteration   2: 313.201 ns/op
Iteration   3: 328.112 ns/op
Iteration   4: 311.988 ns/op
Iteration   5: 315.553 ns/op
Iteration   6: 312.858 ns/op
Iteration   7: 301.747 ns/op
Iteration   8: 294.439 ns/op
Iteration   9: 303.754 ns/op
Iteration  10: 312.253 ns/op

# Run progress: 55.56% complete, ETA 00:00:31
# Fork: 3 of 3
# Warmup Iteration   1: 893.463 ns/op
# Warmup Iteration   2: 437.927 ns/op
# Warmup Iteration   3: 284.033 ns/op
# Warmup Iteration   4: 246.046 ns/op
# Warmup Iteration   5: 254.027 ns/op
Iteration   1: 244.556 ns/op
Iteration   2: 332.522 ns/op
Iteration   3: 317.652 ns/op
Iteration   4: 315.301 ns/op
Iteration   5: 328.749 ns/op
Iteration   6: 322.464 ns/op
Iteration   7: 300.158 ns/op
Iteration   8: 303.862 ns/op
Iteration   9: 302.686 ns/op
Iteration  10: 308.689 ns/op


Result "com.runestone.expeval.perf.jmh.TypeConversionHotPathBenchmark.baseOperationDoubleNormalization":
  305.914 ±(99.9%) 14.646 ns/op [Average]
  (min, avg, max) = (244.556, 305.914, 332.522), stdev = 21.921
  CI (99.9%): [291.268, 320.560] (assumes normal distribution)


# JMH version: 1.35
# VM version: JDK 21.0.10, Java HotSpot(TM) 64-Bit Server VM, 21.0.10+8-LTS-217
# VM invoker: /home/marcelo/.sdkman/candidates/java/21.0.10-oracle/bin/java
# VM options: -Xms1g -Xmx1g -Xms1g -Xmx1g
# Blackhole mode: compiler (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 5 iterations, 500 ms each
# Measurement: 10 iterations, 500 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: com.runestone.expeval.perf.jmh.TypeConversionHotPathBenchmark.baseOperationLongNormalization

# Run progress: 66.67% complete, ETA 00:00:23
# Fork: 1 of 3
# Warmup Iteration   1: 357.272 ns/op
# Warmup Iteration   2: 200.561 ns/op
# Warmup Iteration   3: 109.176 ns/op
# Warmup Iteration   4: 108.103 ns/op
# Warmup Iteration   5: 109.259 ns/op
Iteration   1: 112.007 ns/op
Iteration   2: 107.176 ns/op
Iteration   3: 111.402 ns/op
Iteration   4: 109.074 ns/op
Iteration   5: 108.307 ns/op
Iteration   6: 116.238 ns/op
Iteration   7: 130.218 ns/op
Iteration   8: 137.567 ns/op
Iteration   9: 130.672 ns/op
Iteration  10: 132.518 ns/op

# Run progress: 77.78% complete, ETA 00:00:15
# Fork: 2 of 3
# Warmup Iteration   1: 343.699 ns/op
# Warmup Iteration   2: 191.391 ns/op
# Warmup Iteration   3: 108.055 ns/op
# Warmup Iteration   4: 109.415 ns/op
# Warmup Iteration   5: 106.715 ns/op
Iteration   1: 107.327 ns/op
Iteration   2: 107.595 ns/op
Iteration   3: 109.720 ns/op
Iteration   4: 110.167 ns/op
Iteration   5: 110.428 ns/op
Iteration   6: 117.105 ns/op
Iteration   7: 133.947 ns/op
Iteration   8: 130.984 ns/op
Iteration   9: 135.072 ns/op
Iteration  10: 132.025 ns/op

# Run progress: 88.89% complete, ETA 00:00:07
# Fork: 3 of 3
# Warmup Iteration   1: 361.785 ns/op
# Warmup Iteration   2: 217.188 ns/op
# Warmup Iteration   3: 103.695 ns/op
# Warmup Iteration   4: 105.778 ns/op
# Warmup Iteration   5: 105.213 ns/op
Iteration   1: 105.407 ns/op
Iteration   2: 108.200 ns/op
Iteration   3: 106.576 ns/op
Iteration   4: 105.796 ns/op
Iteration   5: 106.523 ns/op
Iteration   6: 117.885 ns/op
Iteration   7: 133.412 ns/op
Iteration   8: 132.511 ns/op
Iteration   9: 129.301 ns/op
Iteration  10: 130.308 ns/op


Result "com.runestone.expeval.perf.jmh.TypeConversionHotPathBenchmark.baseOperationLongNormalization":
  118.849 ±(99.9%) 7.817 ns/op [Average]
  (min, avg, max) = (105.407, 118.849, 137.567), stdev = 11.700
  CI (99.9%): [111.032, 126.666] (assumes normal distribution)


# Run complete. Total time: 00:01:11

REMEMBER: The numbers below are just data. To gain reusable insights, you need to follow up on
why the numbers are the way they are. Use profilers (see -prof, -lprof), design factorial
experiments, perform baseline and negative tests that provide experimental control, make sure
the benchmarking environment is safe on JVM/OS/HW level, ask for reviews from the domain experts.
Do not assume the numbers tell you what you want them to tell.

NOTE: Current JVM experimentally supports Compiler Blackholes, and they are in use. Please exercise
extra caution when trusting the results, look into the generated code to check the benchmark still
works, and factor in a small probability of new VM bugs. Additionally, while comparisons between
different JVMs are already problematic, the performance difference caused by different Blackhole
modes can be very significant. Please make sure you use the consistent Blackhole mode for comparisons.

Benchmark                                                        Mode  Cnt    Score    Error  Units
TypeConversionHotPathBenchmark.alternatingTypeConversion         avgt   30   10.083 ±  0.239  ns/op
TypeConversionHotPathBenchmark.baseOperationDoubleNormalization  avgt   30  305.914 ± 14.646  ns/op
TypeConversionHotPathBenchmark.baseOperationLongNormalization    avgt   30  118.849 ±  7.817  ns/op

Benchmark result is saved to target/jmh-type-conversion-baseop-final2-after.json
