# JMH version: 1.35
# VM version: JDK 21.0.10, Java HotSpot(TM) 64-Bit Server VM, 21.0.10+8-LTS-217
# VM invoker: /home/marcelo/.sdkman/candidates/java/21.0.10-oracle/bin/java
# VM options: -Xms1g -Xmx1g -Xms1g -Xmx1g
# Blackhole mode: compiler (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 5 iterations, 500 ms each
# Measurement: 10 iterations, 500 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: com.runestone.expeval.perf.jmh.TypeConversionHotPathBenchmark.alternatingTypeConversion

# Run progress: 0.00% complete, ETA 00:01:07
# Fork: 1 of 3
# Warmup Iteration   1: 10.822 ns/op
# Warmup Iteration   2: 9.730 ns/op
# Warmup Iteration   3: 10.300 ns/op
# Warmup Iteration   4: 10.324 ns/op
# Warmup Iteration   5: 10.190 ns/op
Iteration   9: 313.556 ns/op
Iteration  10: 305.831 ns/op

# Run progress: 55.56% complete, ETA 00:00:31
# Fork: 3 of 3
# Warmup Iteration   1: 957.728 ns/op
# Warmup Iteration   2: 433.734 ns/op
# Warmup Iteration   3: 293.733 ns/op
# Warmup Iteration   4: 255.898 ns/op
# Warmup Iteration   5: 250.811 ns/op
Iteration   1: 251.447 ns/op
Iteration   2: 312.707 ns/op
Iteration   3: 326.981 ns/op
Iteration   4: 313.587 ns/op
Iteration   5: 324.848 ns/op
Iteration   6: 325.410 ns/op
Iteration   7: 289.219 ns/op
Iteration   8: 290.633 ns/op
Iteration   9: 308.964 ns/op
Iteration  10: 309.177 ns/op


Result "com.runestone.expeval.perf.jmh.TypeConversionHotPathBenchmark.baseOperationDoubleNormalization":
  310.918 ±(99.9%) 16.802 ns/op [Average]
  (min, avg, max) = (245.879, 310.918, 346.571), stdev = 25.148
  CI (99.9%): [294.116, 327.720] (assumes normal distribution)


# JMH version: 1.35
# VM version: JDK 21.0.10, Java HotSpot(TM) 64-Bit Server VM, 21.0.10+8-LTS-217
# VM invoker: /home/marcelo/.sdkman/candidates/java/21.0.10-oracle/bin/java
# VM options: -Xms1g -Xmx1g -Xms1g -Xmx1g
# Blackhole mode: compiler (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 5 iterations, 500 ms each
# Measurement: 10 iterations, 500 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: com.runestone.expeval.perf.jmh.TypeConversionHotPathBenchmark.baseOperationLongNormalization

# Run progress: 66.67% complete, ETA 00:00:23
# Fork: 1 of 3
# Warmup Iteration   1: 334.597 ns/op
# Warmup Iteration   2: 204.426 ns/op
# Warmup Iteration   3: 124.789 ns/op
# Warmup Iteration   4: 114.304 ns/op
# Warmup Iteration   5: 109.516 ns/op
Iteration   1: 110.942 ns/op
Iteration   2: 107.345 ns/op
Iteration   3: 107.922 ns/op
Iteration   4: 110.417 ns/op
Iteration   5: 107.163 ns/op
Iteration   6: 113.146 ns/op
Iteration   7: 131.614 ns/op
Iteration   8: 130.852 ns/op
Iteration   9: 129.904 ns/op
Iteration  10: 131.613 ns/op

# Run progress: 77.78% complete, ETA 00:00:15
# Fork: 2 of 3
# Warmup Iteration   1: 397.515 ns/op
# Warmup Iteration   2: 202.574 ns/op
# Warmup Iteration   3: 107.878 ns/op
# Warmup Iteration   4: 108.555 ns/op
# Warmup Iteration   5: 107.844 ns/op
Iteration   1: 107.408 ns/op
Iteration   2: 109.584 ns/op
Iteration   3: 109.358 ns/op
Iteration   4: 111.522 ns/op
Iteration   5: 113.225 ns/op
Iteration   6: 118.177 ns/op
Iteration   7: 138.642 ns/op
Iteration   8: 140.349 ns/op
Iteration   9: 140.172 ns/op
Iteration  10: 143.627 ns/op

# Run progress: 88.89% complete, ETA 00:00:07
# Fork: 3 of 3
# Warmup Iteration   1: 548.449 ns/op
# Warmup Iteration   2: 259.050 ns/op
# Warmup Iteration   3: 136.876 ns/op
# Warmup Iteration   4: 109.497 ns/op
# Warmup Iteration   5: 107.206 ns/op
Iteration   1: 113.771 ns/op
Iteration   2: 105.056 ns/op
Iteration   3: 104.926 ns/op
Iteration   4: 107.163 ns/op
Iteration   5: 108.989 ns/op
Iteration   6: 107.560 ns/op
Iteration   7: 135.694 ns/op
Iteration   8: 131.287 ns/op
Iteration   9: 131.456 ns/op
Iteration  10: 135.612 ns/op


Result "com.runestone.expeval.perf.jmh.TypeConversionHotPathBenchmark.baseOperationLongNormalization":
  119.817 ±(99.9%) 8.845 ns/op [Average]
  (min, avg, max) = (104.926, 119.817, 143.627), stdev = 13.239
  CI (99.9%): [110.971, 128.662] (assumes normal distribution)


# Run complete. Total time: 00:01:11

REMEMBER: The numbers below are just data. To gain reusable insights, you need to follow up on
why the numbers are the way they are. Use profilers (see -prof, -lprof), design factorial
experiments, perform baseline and negative tests that provide experimental control, make sure
the benchmarking environment is safe on JVM/OS/HW level, ask for reviews from the domain experts.
Do not assume the numbers tell you what you want them to tell.

NOTE: Current JVM experimentally supports Compiler Blackholes, and they are in use. Please exercise
extra caution when trusting the results, look into the generated code to check the benchmark still
works, and factor in a small probability of new VM bugs. Additionally, while comparisons between
different JVMs are already problematic, the performance difference caused by different Blackhole
modes can be very significant. Please make sure you use the consistent Blackhole mode for comparisons.

Benchmark                                                        Mode  Cnt    Score    Error  Units
TypeConversionHotPathBenchmark.alternatingTypeConversion         avgt   30   10.222 ±  0.262  ns/op
TypeConversionHotPathBenchmark.baseOperationDoubleNormalization  avgt   30  310.918 ± 16.802  ns/op
TypeConversionHotPathBenchmark.baseOperationLongNormalization    avgt   30  119.817 ±  8.845  ns/op

Benchmark result is saved to target/jmh-type-conversion-after.json
