# JMH version: 1.35
# VM version: JDK 21.0.10, Java HotSpot(TM) 64-Bit Server VM, 21.0.10+8-LTS-217
# VM invoker: /home/marcelo/.sdkman/candidates/java/21.0.10-oracle/bin/java
# VM options: -Xms1g -Xmx1g -Xms1g -Xmx1g
# Blackhole mode: compiler (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 5 iterations, 500 ms each
# Measurement: 10 iterations, 500 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: com.runestone.expeval.perf.jmh.DynamicFunctionOverheadBenchmark.dynamicConstantFunction

# Run progress: 0.00% complete, ETA 00:01:52
# Fork: 1 of 3
# Warmup Iteration   1: 434.716 ns/op
# Warmup Iteration   2: 309.603 ns/op
# Warmup Iteration   3: 163.952 ns/op
# Warmup Iteration   4: 163.685 ns/op
# Warmup Iteration   5: 165.588 ns/op
# Warmup Iteration   3: 413.405 ns/op
# Warmup Iteration   4: 261.914 ns/op
# Warmup Iteration   5: 265.457 ns/op
Iteration   1: 266.470 ns/op
Iteration   2: 269.772 ns/op
Iteration   3: 269.048 ns/op
Iteration   4: 267.405 ns/op
Iteration   5: 274.613 ns/op
Iteration   6: 274.517 ns/op
Iteration   7: 264.393 ns/op
Iteration   8: 260.423 ns/op
Iteration   9: 262.258 ns/op
Iteration  10: 275.318 ns/op

# Run progress: 53.33% complete, ETA 00:00:56
# Fork: 3 of 3
# Warmup Iteration   1: 1756.346 ns/op
# Warmup Iteration   2: 632.484 ns/op
# Warmup Iteration   3: 458.546 ns/op
# Warmup Iteration   4: 273.078 ns/op
# Warmup Iteration   5: 266.464 ns/op
Iteration   1: 259.137 ns/op
Iteration   2: 270.102 ns/op
Iteration   3: 259.716 ns/op
Iteration   4: 266.342 ns/op
Iteration   5: 265.367 ns/op
Iteration   6: 272.586 ns/op
Iteration   7: 269.048 ns/op
Iteration   8: 270.530 ns/op
Iteration   9: 257.587 ns/op
Iteration  10: 279.014 ns/op


Result "com.runestone.expeval.perf.jmh.DynamicFunctionOverheadBenchmark.dynamicVariableFunction":
  267.355 ±(99.9%) 4.412 ns/op [Average]
  (min, avg, max) = (257.165, 267.355, 281.215), stdev = 6.604
  CI (99.9%): [262.943, 271.767] (assumes normal distribution)


# JMH version: 1.35
# VM version: JDK 21.0.10, Java HotSpot(TM) 64-Bit Server VM, 21.0.10+8-LTS-217
# VM invoker: /home/marcelo/.sdkman/candidates/java/21.0.10-oracle/bin/java
# VM options: -Xms1g -Xmx1g -Xms1g -Xmx1g
# Blackhole mode: compiler (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 5 iterations, 500 ms each
# Measurement: 10 iterations, 500 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: com.runestone.expeval.perf.jmh.DynamicFunctionOverheadBenchmark.nativeConstantMath

# Run progress: 60.00% complete, ETA 00:00:48
# Fork: 1 of 3
# Warmup Iteration   1: 75.636 ns/op
# Warmup Iteration   2: 31.642 ns/op
# Warmup Iteration   3: 29.039 ns/op
# Warmup Iteration   4: 32.749 ns/op
# Warmup Iteration   5: 30.558 ns/op
Iteration   1: 26.553 ns/op
Iteration   2: 31.184 ns/op
Iteration   3: 32.260 ns/op
Iteration   4: 32.172 ns/op
Iteration   5: 31.434 ns/op
Iteration   6: 32.731 ns/op
Iteration   7: 31.112 ns/op
Iteration   8: 31.840 ns/op
Iteration   9: 31.853 ns/op
Iteration  10: 31.306 ns/op

# Run progress: 66.67% complete, ETA 00:00:40
# Fork: 2 of 3
# Warmup Iteration   1: 5.730 ns/op
# Warmup Iteration   2: 74.545 ns/op
# Warmup Iteration   3: 30.764 ns/op
# Warmup Iteration   4: 28.394 ns/op
# Warmup Iteration   5: 28.412 ns/op
Iteration   1: 27.279 ns/op
Iteration   2: 27.775 ns/op
Iteration   3: 31.981 ns/op
Iteration   4: 32.509 ns/op
Iteration   5: 33.317 ns/op
Iteration   6: 31.987 ns/op
Iteration   7: 30.433 ns/op
Iteration   8: 31.908 ns/op
Iteration   9: 31.793 ns/op
Iteration  10: 30.952 ns/op

# Run progress: 73.33% complete, ETA 00:00:32
# Fork: 3 of 3
# Warmup Iteration   1: 75.413 ns/op
# Warmup Iteration   2: 30.488 ns/op
# Warmup Iteration   3: 28.053 ns/op
# Warmup Iteration   4: 28.302 ns/op
# Warmup Iteration   5: 29.394 ns/op
Iteration   1: 27.591 ns/op
Iteration   2: 32.017 ns/op
Iteration   3: 31.676 ns/op
Iteration   4: 31.218 ns/op
Iteration   5: 33.016 ns/op
Iteration   6: 32.776 ns/op
Iteration   7: 33.085 ns/op
Iteration   8: 32.886 ns/op
Iteration   9: 33.601 ns/op
Iteration  10: 31.200 ns/op


Result "com.runestone.expeval.perf.jmh.DynamicFunctionOverheadBenchmark.nativeConstantMath":
  31.382 ±(99.9%) 1.202 ns/op [Average]
  (min, avg, max) = (26.553, 31.382, 33.601), stdev = 1.799
  CI (99.9%): [30.180, 32.583] (assumes normal distribution)


# JMH version: 1.35
# VM version: JDK 21.0.10, Java HotSpot(TM) 64-Bit Server VM, 21.0.10+8-LTS-217
# VM invoker: /home/marcelo/.sdkman/candidates/java/21.0.10-oracle/bin/java
# VM options: -Xms1g -Xmx1g -Xms1g -Xmx1g
# Blackhole mode: compiler (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 5 iterations, 500 ms each
# Measurement: 10 iterations, 500 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: com.runestone.expeval.perf.jmh.DynamicFunctionOverheadBenchmark.nativeVariableMath

# Run progress: 80.00% complete, ETA 00:00:24
# Fork: 1 of 3
# Warmup Iteration   1: 317.860 ns/op
# Warmup Iteration   2: 289.262 ns/op
# Warmup Iteration   3: 176.636 ns/op
# Warmup Iteration   4: 172.761 ns/op
# Warmup Iteration   5: 167.669 ns/op
Iteration   1: 168.293 ns/op
Iteration   2: 177.100 ns/op
Iteration   3: 167.267 ns/op
Iteration   4: 168.315 ns/op
Iteration   5: 182.467 ns/op
Iteration   6: 170.072 ns/op
Iteration   7: 171.595 ns/op
Iteration   8: 169.124 ns/op
Iteration   9: 174.533 ns/op
Iteration  10: 178.350 ns/op

# Run progress: 86.67% complete, ETA 00:00:16
# Fork: 2 of 3
# Warmup Iteration   1: 341.548 ns/op
# Warmup Iteration   2: 309.370 ns/op
# Warmup Iteration   3: 184.166 ns/op
# Warmup Iteration   4: 176.671 ns/op
# Warmup Iteration   5: 171.756 ns/op
Iteration   1: 180.499 ns/op
Iteration   2: 170.544 ns/op
Iteration   3: 172.682 ns/op
Iteration   4: 170.689 ns/op
Iteration   5: 170.008 ns/op
Iteration   6: 192.990 ns/op
Iteration   7: 180.819 ns/op
Iteration   8: 171.797 ns/op
Iteration   9: 172.779 ns/op
Iteration  10: 169.570 ns/op

# Run progress: 93.33% complete, ETA 00:00:08
# Fork: 3 of 3
# Warmup Iteration   1: 343.409 ns/op
# Warmup Iteration   2: 303.288 ns/op
# Warmup Iteration   3: 178.084 ns/op
# Warmup Iteration   4: 175.924 ns/op
# Warmup Iteration   5: 173.094 ns/op
Iteration   1: 171.069 ns/op
Iteration   2: 173.820 ns/op
Iteration   3: 171.590 ns/op
Iteration   4: 175.264 ns/op
Iteration   5: 177.792 ns/op
Iteration   6: 175.922 ns/op
Iteration   7: 182.444 ns/op
Iteration   8: 181.868 ns/op
Iteration   9: 183.417 ns/op
Iteration  10: 181.775 ns/op


Result "com.runestone.expeval.perf.jmh.DynamicFunctionOverheadBenchmark.nativeVariableMath":
  175.149 ±(99.9%) 4.017 ns/op [Average]
  (min, avg, max) = (167.267, 175.149, 192.990), stdev = 6.013
  CI (99.9%): [171.131, 179.166] (assumes normal distribution)


# Run complete. Total time: 00:02:01

REMEMBER: The numbers below are just data. To gain reusable insights, you need to follow up on
why the numbers are the way they are. Use profilers (see -prof, -lprof), design factorial
experiments, perform baseline and negative tests that provide experimental control, make sure
the benchmarking environment is safe on JVM/OS/HW level, ask for reviews from the domain experts.
Do not assume the numbers tell you what you want them to tell.

NOTE: Current JVM experimentally supports Compiler Blackholes, and they are in use. Please exercise
extra caution when trusting the results, look into the generated code to check the benchmark still
works, and factor in a small probability of new VM bugs. Additionally, while comparisons between
different JVMs are already problematic, the performance difference caused by different Blackhole
modes can be very significant. Please make sure you use the consistent Blackhole mode for comparisons.

Benchmark                                                       Mode  Cnt     Score    Error  Units
DynamicFunctionOverheadBenchmark.dynamicConstantFunction        avgt   30   161.385 ±  3.898  ns/op
DynamicFunctionOverheadBenchmark.dynamicFunctionInsideSequence  avgt   30  1560.836 ± 78.089  ns/op
DynamicFunctionOverheadBenchmark.dynamicVariableFunction        avgt   30   267.355 ±  4.412  ns/op
DynamicFunctionOverheadBenchmark.nativeConstantMath             avgt   30    31.382 ±  1.202  ns/op
DynamicFunctionOverheadBenchmark.nativeVariableMath             avgt   30   175.149 ±  4.017  ns/op

Benchmark result is saved to target/jmh-dynamic-overhead-before.json
